Clothing ID,Age,Rating,Recommended IND,Positive Feedback Count,Division Name,Department Name,Class Name,Review Text,Review Length,Rating Segment,Contradiction Type,Is Contradiction,GMM Cluster,Cluster Confidence,Cluster Uncertainty,Segment Name,Age Group,GMM Log Density,Density Anomaly,Low Confidence Anomaly,Age_Extreme,Positive_Feedback_Count_Extreme,Review_Length_Extreme,Extreme Feature Count,Density Rarity Score,Anomaly Score,Final Anomaly,Anomaly Type
1081,53,5,0,0,General Petite,Dresses,Dresses,"I also have this dress in 3/4 sleeve, tegan tunic. i love this dress. it can be dressed up or down.",21,Positive,High Rating - Not Recommended,1,2,0.9994597210653239,0.0005402789346761194,Dissatisfied Non-Recommenders,50-59,-1.8780433737005835,0,0,0,0,0,0,0.9392403985352976,0.669728255054584,1,Rating-Recommendation Contradiction
865,34,2,1,0,General,Tops,Knits,The top is more of a cream color than an ivory. it's also a bit boxer than anticipated. fit is true to size.,23,Negative,Low Rating - Recommended,1,1,0.995849607603601,0.0041503923963990275,Highly Satisfied Recommenders,30-39,-1.8390875130161082,0,0,0,0,0,0,0.9363450566294814,0.6690026067940205,1,Rating-Recommendation Contradiction
53,29,5,0,0,General,Bottoms,Shorts,"Very cute shorts. sadly, after one wash they became a lint magnet so had to be returned. disappointing quality.",19,Positive,High Rating - Not Recommended,1,2,0.9997136099232146,0.0002863900767854366,Dissatisfied Non-Recommenders,18-29,-1.8568319239253865,0,0,0,0,0,0,0.9372817848931279,0.668698170461921,1,Rating-Recommendation Contradiction
854,45,2,1,0,General Petite,Tops,Knits,"Love the top, but very small to the size. ordered a medium and had to send back in exchange for x-large.",21,Negative,Low Rating - Recommended,1,1,0.9957688598041463,0.004231140195853689,Highly Satisfied Recommenders,40-49,-1.7740803848474325,0,0,0,0,0,0,0.933790343183173,0.6677413996307573,1,Rating-Recommendation Contradiction
844,33,2,1,0,General,Tops,Blouses,It's a beautiful top but not for bigger busts. ordered an xl and the top part would not button. i recommend for those with smaller busts.,26,Negative,Low Rating - Recommended,1,1,0.9956841276148614,0.004315872385138642,Highly Satisfied Recommenders,30-39,-1.644397010192258,0,0,0,0,0,0,0.9277867665843481,0.6647565577692018,1,Rating-Recommendation Contradiction
824,25,2,1,0,General Petite,Tops,Blouses,"And hits below my waist just far enough to make my thighs look enormous. i think how it fits depends alot on body type. the material is nice, color pretty, not cheap looking so i will keep it but must wear a topper to slim down thise ugly thighs of mine.....",51,Negative,Low Rating - Recommended,1,1,0.9965908589690007,0.0034091410309993186,Highly Satisfied Recommenders,18-29,-1.5753061643362327,0,0,0,0,0,0,0.9250617389082858,0.6632126976603427,1,Rating-Recommendation Contradiction
865,53,2,1,0,General,Tops,Knits,"This is a very slimming, well-made, nice fitting top-i just disliked the colors. they did not look good on me. otherwise this is a very nice piece!",27,Negative,Low Rating - Recommended,1,1,0.9949162812706757,0.005083718729324338,Highly Satisfied Recommenders,50-59,-1.5621749208451599,0,0,0,0,0,0,0.9242953248743933,0.6631644061830615,1,Rating-Recommendation Contradiction
836,25,5,0,0,General,Tops,Blouses,The blue lace with the white top underneath is very pretty. unfortunately i did not like how billowy it was below the bra line.,24,Positive,High Rating - Not Recommended,1,2,0.9996443113052991,0.00035568869470092856,Dissatisfied Non-Recommenders,18-29,-1.5802828945754483,0,0,0,0,0,0,0.9254023673677936,0.6627723214228369,1,Rating-Recommendation Contradiction
1094,26,2,1,0,General Petite,Dresses,Dresses,I saw tons of people raving about this piece so i had to check it out for myself. i love the vibrant colors and the design and while the fabric is delicate it feels amazing and light. i sadly had to leave it as the store as i am a girl with a larger chest and big hips. i looked huge and it was not flattering to my shape. if this dress came in a maxi with a high waist like i would be all over it. it is beautiful.,90,Negative,Low Rating - Recommended,1,1,0.9983048706864119,0.0016951293135880618,Highly Satisfied Recommenders,18-29,-1.554181545241839,0,0,0,0,0,0,0.923912117857447,0.6622950847914411,1,Rating-Recommendation Contradiction
818,51,2,1,0,General,Tops,Blouses,"I loved fabric, print and back detail. design, however, was a little too boxy to be flattering on me. even at great price i sent it back.",27,Negative,Low Rating - Recommended,1,1,0.9950029049839866,0.00499709501601342,Highly Satisfied Recommenders,50-59,-1.4376159292829274,0,0,0,0,0,0,0.9165886059780295,0.6592937219922175,1,Rating-Recommendation Contradiction
1028,59,2,1,0,General Petite,Bottoms,Jeans,"So after reading the 2 reviews, decided to just order my usual size (26), thinking they might be a tad snug. wrong! they were huge! i looked at the size to see if they sent me a size 30 by mistake! unfortunately small sizes sold out. quality is excellent as well as style, so bummed!",55,Negative,Low Rating - Recommended,1,1,0.9953221198880315,0.004677880111968458,Highly Satisfied Recommenders,50-59,-1.357075335138913,0,0,0,0,0,0,0.9112237077407818,0.6565474298927846,1,Rating-Recommendation Contradiction
829,34,2,1,0,General Petite,Tops,Blouses,Really wanted to love this top but the proportion was not right for my body type. also the print with the silhouette was a bit too country bumpkin for me.,30,Negative,Low Rating - Recommended,1,1,0.9955456290770439,0.004454370922956086,Highly Satisfied Recommenders,30-39,-1.3141833192273238,0,0,0,0,0,0,0.9086689942944733,0.6552253713318279,1,Rating-Recommendation Contradiction
1094,53,5,0,0,General,Dresses,Dresses,Very pretty but too short for my age. looks well made and green dress is beautiful. it was just too short for me to be comfortable wearing.,27,Positive,High Rating - Not Recommended,1,2,0.9993015680739953,0.0006984319260047167,Dissatisfied Non-Recommenders,50-59,-1.2830169137907512,0,0,0,0,0,0,0.9069658519969344,0.6536226123836681,1,Rating-Recommendation Contradiction
828,30,2,1,0,General Petite,Tops,Blouses,"I didn't really understand the other reviews until i received mine in the mail. i love cloth & stone and this is just not up to their normal quality. i bought the blue and yellow colors of this blouse. it's very soft, but the blue already had strings coming from under the arms and i hadn't even tried them on yet. material is super soft, but thin. cut is weird under the arms and tight. sleeves are also tight! i am usually an xs or s in cloth & stone so i ordered smalls. i just fit the arms, but t",101,Negative,Low Rating - Recommended,1,1,0.9985482094498762,0.0014517905501237882,Highly Satisfied Recommenders,30-39,-1.2621641868494606,0,0,0,0,0,0,0.9054756024865878,0.6530281593533187,1,Rating-Recommendation Contradiction
825,31,2,1,0,General Petite,Tops,Blouses,"I love this shirt, love love love it. i am a curvy girl and it accents all the right features and hides the ones that need to be hidden.
but i've owned it for 6 months and there are already 4 holes in the shirt. and not holes in the fabric but holes on the seam lines. the stitching is not sturdy enough for the shirt to not fall apart. the whole point is to be able to wear it. but now i have to bust out my sewing machine to reinforce the seams that split so that i can wear it again. :(",104,Negative,Low Rating - Recommended,1,1,0.9986078513950326,0.0013921486049673915,Highly Satisfied Recommenders,30-39,-1.2124580574019022,0,0,0,0,0,0,0.9020693178915098,0.6513130886667484,1,Rating-Recommendation Contradiction
1098,29,2,1,0,General,Dresses,Dresses,"This dress was too cute to pass up! i loved it online but when i got it home, it was so tight i couldn't zip up my normal size. the length was perfect on me being 5'7"". the fabric and detail was beautiful. if you have a bust, order a size up. beautiful dress just really snug up top.",59,Negative,Low Rating - Recommended,1,1,0.9968932253466659,0.003106774653334088,Highly Satisfied Recommenders,18-29,-1.0887323549614758,0,0,0,0,0,0,0.8942348633228306,0.6477387865920822,1,Rating-Recommendation Contradiction
1092,35,2,1,0,General,Dresses,Dresses,"I loved this dress. it fit perfectly everywhere except for the sleeves. the dress has an overall relaxed fit, but the sleeves were way too tight. i had to send back because of sleeves.",34,Negative,Low Rating - Recommended,1,1,0.9955255394817094,0.0044744605182905905,Highly Satisfied Recommenders,30-39,-1.0620047638484216,0,0,0,0,0,0,0.8925317210252917,0.6471607526163039,1,Rating-Recommendation Contradiction
193,54,2,1,0,Initmates,Intimate,Sleep,"Just recently purchased and think it's ok for the price. would never pay full on this one & that's from an retailer shopper who's purchased plenty at full price. design is cute but definitely looks like a sleep shirt esp in the lighter color, so-so on construction - the bottom seams pucker slightly, the pockets bunch up weirdly (steaming/laundering don't help) & the shoulders also hunch up oddly. could be because of the thicker fabric sewn to the knit but laundering didn't help that issue either.",86,Negative,Low Rating - Recommended,1,1,0.997345007248976,0.002654992751023988,Highly Satisfied Recommenders,50-59,-1.0072539541632781,0,0,0,0,0,0,0.8885293366260751,0.6447956668632424,1,Rating-Recommendation Contradiction
895,30,2,1,0,General,Tops,Fine gauge,"I ordered the in the emerald green and it was sent to me with a dime size hole in the sleeve. i am very disappointed, because i love the sweater. by the time it arrived, it was sold out in my size. now, i cannot exchange it for one that is not damaged. if the sweater was not damaged, i would recommend this product.",64,Negative,Low Rating - Recommended,1,1,0.9971224297400137,0.0028775702599862507,Highly Satisfied Recommenders,30-39,-0.9926538891700922,0,0,0,0,0,0,0.8873797155752363,0.6442653718396154,1,Rating-Recommendation Contradiction
1077,31,2,1,0,General,Dresses,Dresses,"I loved the design and material of the test, but unfortunately it just did not fit me right. it was tight in the hips and did not have the relaxed look i was hoping for. 
also the pattern did not look good on me. 
unfortunately i had to return.",49,Negative,Low Rating - Recommended,1,1,0.9962835010065865,0.0037164989934135306,Highly Satisfied Recommenders,30-39,-0.9769135895135236,0,0,0,0,0,0,0.886187515966959,0.6438370577821622,1,Rating-Recommendation Contradiction
823,52,2,1,0,General Petite,Tops,Blouses,"I ordered this shirt online and didn't even try it on... it is super see through and i would need to wear a tank underneath and i don't want to have that extra layer in the summer.
it is cute though!",41,Negative,Low Rating - Recommended,1,1,0.9949626306235705,0.0050373693764295124,Highly Satisfied Recommenders,50-59,-0.9103838882087633,0,0,0,0,0,0,0.8809929319594653,0.6415039398550185,1,Rating-Recommendation Contradiction
1078,49,2,1,0,General,Dresses,Dresses,"I loved this dress when i saw it. however the fit was way off. i am 5'7"" 120 lbs and the small was way too big from the waist down. when the xs arrived i was sure it would be perfect. unfortunately the waist hit way too high, above my rib cage and the dress was too short. it was as if it was a petite size. i was very disappointed as this is such a pretty, easy dress to just throw on for school. unfortunately neither size looked right on me and i had to return both. the material is also not the s",105,Negative,Low Rating - Recommended,1,1,0.9982301382578211,0.0017698617421788576,Highly Satisfied Recommenders,40-49,-0.905430344074894,0,0,0,0,0,0,0.8806948820573959,0.6407014133771337,1,Rating-Recommendation Contradiction
295,35,2,1,0,Initmates,Intimate,Layering,"Wow! this sure is close fitting, as in suction cups to your body! yikes, definitely not forgiving for those of us with curves. to me, it seems like the material will wear well. i bought this for a great sales price so i may keep it, not sure. it would work fine as a layering piece but if i gain even 5 lbs, it won't work. i ordered the medium and am usually a small. the large might have worked best but probably still pretty clingy. i do recommend this if you are thin with no problem areas.",98,Negative,Low Rating - Recommended,1,1,0.9983600288338619,0.001639971166138121,Highly Satisfied Recommenders,30-39,-0.8783889675474681,0,0,0,0,0,0,0.8788640040875415,0.6397599962769984,1,Rating-Recommendation Contradiction
1117,34,2,1,0,General,Jackets,Outerwear,"I agree with the other reviewer that the belted part definitely gives some great definition for those with a defined waist and that it's a much lovelier color in person, but that's about it for me. thoughts below:
_____________
pros:
- tts. i ordered the medium for my 36c, 5'9"" frame and found it sufficient.
- the color is much nicer in person, as the other reviewer mentioned. it's a richer brown. think ""mocha latte"" in terms of color.
- the belt really helps tie it all together and keep it",91,Negative,Low Rating - Recommended,1,1,0.9981596136379548,0.0018403863620451988,Highly Satisfied Recommenders,30-39,-0.8616788496548057,0,0,0,0,0,0,0.8781401686110875,0.6394381615779527,1,Rating-Recommendation Contradiction
867,34,2,1,0,General,Tops,Knits,"This top is so lovely, but runs soo big. i ordered it online and was so surprised when i tried it on at home. i'm normally a size 14, and i was positively swimming in this top. hoping to exchange for a petite sm.",44,Negative,Low Rating - Recommended,1,1,0.9959155525350178,0.004084447464982155,Highly Satisfied Recommenders,30-39,-0.8350753758013567,0,0,0,0,0,0,0.876479604870987,0.6390566919284899,1,Rating-Recommendation Contradiction
142,49,2,1,0,Initmates,Intimate,Legwear,I was not a fan of these leggings. these were very unflattering. i could see that after wearing these all day they could start stretch out. i just didn't feel like they would hold up for even one season.,39,Negative,Low Rating - Recommended,1,1,0.9950462326356078,0.004953767364392236,Highly Satisfied Recommenders,40-49,-0.8013507840723599,0,0,0,0,0,0,0.8747338840160095,0.6383576954808832,1,Rating-Recommendation Contradiction
1061,48,2,1,0,General,Bottoms,Pants,"I wanted this romper so bad, after buying (and loving) a shirt from madewell made with the same fabric earlier this year. i wish this romper was just a little bit longer and roomier. i normally wear a size 10 or 12 and bought the large. it fit me ok but i felt like i wanted it to be just a little bit more oversized around my hips and definitely wanted it to be longer in the legs. (retailer please stop with the capri lengths! it's tired!!) if you are narrow-hipped you will fare much better. the fab",98,Negative,Low Rating - Recommended,1,1,0.998028978729768,0.001971021270231965,Highly Satisfied Recommenders,40-49,-0.7816413603716124,0,0,0,0,0,0,0.8735842629651708,0.6371863357366319,1,Rating-Recommendation Contradiction
1047,34,2,1,0,General,Bottoms,Pants,"I am 5'6"", 130 lbs with an athletic body type and i ordered a size small. these were really baggy in the thigh/quadricep area and made my thighs look bulky. the fabric quality is very nice and i like the idea of them for curvier body types. my son commented that they looked like pajama pants and i agreed.",59,Negative,Low Rating - Recommended,1,1,0.9967248850139444,0.003275114986055594,Highly Satisfied Recommenders,30-39,-0.6963955051559358,0,0,0,0,0,0,0.869028357319254,0.6351692016568381,1,Rating-Recommendation Contradiction
1084,50,2,1,0,General,Dresses,Dresses,"I got this dress and the material was super fuzzy and itchy. the prior reviews stated it was ""warm and cozy"" and not itchy at all, but i found it to be uncomfortably so. the dress was true to size for me and the length was good. i loved the plaid in the material just wished the material had been more soft and not rough. the material reminded me of mohair.",71,Negative,Low Rating - Recommended,1,1,0.9967544834151517,0.0032455165848482848,Highly Satisfied Recommenders,50-59,-0.6353675224344052,0,0,0,0,0,0,0.8660904368559993,0.6336943217449693,1,Rating-Recommendation Contradiction
640,40,2,1,0,General Petite,Intimate,Lounge,"I love the look of this dress but it runs very large. i am 5'2 110lbs. i ordered the extra small on sale & got a killer deal on it. i intended to use it as a beach cover up since it's sheer, but when i tried it on i felt like i was wearing a mumu. even for the price & for the beach i am going to return it. i'm sad because it is a beautiful cover-up and for what it is i think the quality is good.",90,Negative,Low Rating - Recommended,1,1,0.9979700643569848,0.002029935643015235,Highly Satisfied Recommenders,40-49,-0.6178126467199301,0,0,0,0,0,0,0.8648982372477221,0.6328551057524641,1,Rating-Recommendation Contradiction
1038,49,2,1,0,General Petite,Bottoms,Jeans,"If these jeans work for you, you're a lucky girl! the fabric is really thick and soft. pocket detail is cool and the hidden multicolored button placket is a nice detail. i ordered down a size. they're tight across my thighs and seem shorter than a 30"" inseam. the fit is boxy and not flattering on me but pants are so cute i may keep them anyway.",67,Negative,Low Rating - Recommended,1,1,0.9965752342195341,0.0034247657804659104,Highly Satisfied Recommenders,40-49,-0.571832149364902,0,0,0,0,0,0,0.8623009452439752,0.6318354257780807,1,Rating-Recommendation Contradiction
878,41,2,1,0,General Petite,Tops,Knits,"I'm a short girl, but i usually wear tops in a small or medium at retailer. for me, i would have needed this shirt in a size at least one notch smaller than even offered. this shirt is adorable. love the details. i wanted it so bad, which is why i paid so much for a basic t-shirt. still, it was large to the point of frumpiness and could have used some sort of scoop or v-neck to break up the dots.",82,Negative,Low Rating - Recommended,1,1,0.9976231175537478,0.0023768824462522264,Highly Satisfied Recommenders,40-49,-0.5308134297314416,0,0,0,0,0,0,0.8605126458315592,0.63073169940503,1,Rating-Recommendation Contradiction
1074,45,2,1,0,General,Dresses,Dresses,The fabric is great. the design is fun. i thought the dress would be perfect for work and also wear for a fun night out. the fit was perfect up top but the bottom part was to full and a lot longer then i expected. so i had to return it.,51,Negative,Low Rating - Recommended,1,1,0.9958236919005068,0.004176308099493209,Highly Satisfied Recommenders,40-49,-0.48579587298225374,0,0,0,0,0,0,0.8587669249765818,0.6302187241081896,1,Rating-Recommendation Contradiction
975,30,5,0,0,General Petite,Jackets,Jackets,"I bought this jacket in a regular and returned it to the store where they had a petite, it is lovely.  i live in ca so it is perfect for an evening out.... remember not to buy this for warmth but a light cover up.  it makes an outfit out of anything else you might want to wear.  looks great with black under it or off white.... also looks great with the beautiful soft pinks that are out this season... or cranberry.... you will love it...",86,Positive,High Rating - Not Recommended,1,2,0.9991649040728066,0.0008350959271934411,Dissatisfied Non-Recommenders,30-39,-0.5209162830345858,0,0,0,0,0,0,0.8600868602571745,0.6302104493140259,1,Rating-Recommendation Contradiction
1125,46,5,0,0,General Petite,Jackets,Outerwear,"I bought a 2p when i should've bought a 0p. i was swimming in the 2p. however, it didn't matter, because everything was itchy, and i'm not even allergic to wool. the beautiful buttons are oddly placed to achieve that cool design, and just like other reviewers commented, you have to twist and contort them to get them to button...which, inevitably, will lead to them popping off. and i didn't see an extra one in case that happened. the coat is stunning, there's no argument about that, and i welcome",90,Positive,High Rating - Not Recommended,1,2,0.998965983315143,0.001034016684857031,Dissatisfied Non-Recommenders,40-49,-0.49426289120570166,0,0,0,0,0,0,0.859235289108405,0.6298244478911739,1,Rating-Recommendation Contradiction
946,40,2,1,0,General,Tops,Sweaters,"It is such a cute design and very soft and comfortable, but the picture for this product is very deceiving! it looks like the sweater is fairly long in the pictured product page, but it is considerably short. i am nearly six foot tall, but thought by this picture it would be lengthy, not at all!
it is a beautiful sweater, might work better for a shorter stature.",68,Negative,Low Rating - Recommended,1,1,0.9969913481178774,0.003008651882122626,Highly Satisfied Recommenders,40-49,-0.4629795683235821,0,0,0,0,0,0,0.8581708251724431,0.629687142962646,1,Rating-Recommendation Contradiction
1146,45,2,1,0,General Petite,Trend,Trend,"This dress runs so large, why did they not make an extra small. the material and detail are great the flow in the back is different but is flattering. i wish wish that they made this in the extra small, i was swimming in it, there was no way to fix it so it went back",56,Negative,Low Rating - Recommended,1,1,0.9961144243092019,0.00388557569079806,Highly Satisfied Recommenders,40-49,-0.45469550021090976,0,0,0,0,0,0,0.85770246104062,0.6296283456584696,1,Rating-Recommendation Contradiction
877,41,2,1,0,General,Tops,Knits,"I bought the xs regular and it was a little too long and wide. i was unable to find a petite version in the store or online. the ruffles were also bigger than how they appear on the model. i am 5'1"" tall and weigh 110 lbs. i believe the petite would have been a much better fit. i regret not discovering this top sooner when more size options were available.",71,Negative,Low Rating - Recommended,1,1,0.9971093897525247,0.002890610247475278,Highly Satisfied Recommenders,40-49,-0.4594142614265832,0,0,0,0,0,0,0.8580005109426893,0.6295783775208397,1,Rating-Recommendation Contradiction
948,40,2,1,0,General Petite,Tops,Sweaters,"Is not a place i want to be, even if the style of a sweater is great.  yes, this sweater is very cropped, but i think it&amp;#39;s definitely intended to be worn off the shoulder to drop the waist a bit.  it&amp;#39;s the itchiness that makes it an immediate &amp;quot;no&amp;quot;, and that&amp;#39;s coming from someone who has serious fiber itch tolerance.",61,Negative,Low Rating - Recommended,1,1,0.9966120823221941,0.003387917677805885,Highly Satisfied Recommenders,40-49,-0.4529654410034122,0,0,0,0,0,0,0.8575321468108661,0.6294436569409942,1,Rating-Recommendation Contradiction
1110,68,4,0,0,General,Dresses,Dresses,"Having read all the reviews, i still (bravely) ordered in a size 2 (i can be a 0 or 2 in this brand)...first reaction? adorable style. second reaction? who was the model for this? i am pear shaped, and not short waisted, but the waist is low, and the top is snug...afraid a 4 would be too much top, but don't relish constantly pulling the dress down to keep the waist where it should be. am going into my local mall store, to see if they do have a 4...perhaps that will be better. really hesitant to",97,Positive,High Rating - Not Recommended,1,2,0.9987759527955851,0.0012240472044149353,Dissatisfied Non-Recommenders,60-69,-0.39300909870022555,0,0,0,0,0,0,0.8552329047091884,0.6278612617954773,1,Rating-Recommendation Contradiction
1086,69,4,0,0,General,Dresses,Dresses,"This is a pretty red dress. the back is beautiful. i ordered it online and was excited when it arrived. however, as soon as i took it out of the package, i saw that it had a snag on the front bodice. i also did not realize the dress material was not as heavy as i was hoping for it to be. given those two details, i decided to return it. maybe if it had arrived in perfect condition, i would have kept it. *sigh*",85,Positive,High Rating - Not Recommended,1,2,0.9987047896026364,0.0012952103973635776,Dissatisfied Non-Recommenders,60-69,-0.3658971916501386,0,0,0,0,0,0,0.8547219620199268,0.6276200230894361,1,Rating-Recommendation Contradiction
865,33,5,0,0,General,Tops,Knits,I didn't realize how much i would love this. wore it to work the other day and got more compliments than i have in a very long time on an outfit! it's comfortable and easy and flattering. bought this totally on a whim and so glad i did!,48,Positive,High Rating - Not Recommended,1,2,0.9992703908974724,0.0007296091025276175,Dissatisfied Non-Recommenders,30-39,-0.027530848238402527,0,0,0,0,0,0,0.8506344205058333,0.6254631320734222,1,Rating-Recommendation Contradiction
1095,33,5,0,0,General,Dresses,Dresses,"This jumpsuit runs large so i sized down perfectly one full size down. i have a size b chest and was very comfortable with no bra, as the built in cups gave me the perfect coverage. it looked like a dress standing, but had such a flattering and fun shape when you move. everyone loved it!",56,Positive,High Rating - Not Recommended,1,2,0.9992145741228587,0.0007854258771412548,Dissatisfied Non-Recommenders,30-39,-0.012699242118110379,0,0,0,0,0,0,0.8505492633909563,0.6254317168709064,1,Rating-Recommendation Contradiction
1077,66,4,0,0,General,Dresses,Dresses,"I ordered this on-line, in a size 8. the fit is ample and fine fine, and the fabric is acceptable, but as much as i wanted to like it, and keep it, i ultimately returned it. it is just too, too conservative for me. i loved the deep olive/khaki colour, and even experimented wearing it open as a duster over a top and slip pants, leggings, or skinny jeans, but the collar and the front pocket styling are just too man-tailored and cargo-like in their styling for me. i tried it with different belts, w",95,Positive,High Rating - Not Recommended,1,2,0.9988008248119544,0.0011991751880455759,Dissatisfied Non-Recommenders,60-69,0.0485055126357376,0,0,0,0,0,0,0.8502937920463255,0.6253867310607719,1,Rating-Recommendation Contradiction
876,26,4,0,0,General,Tops,Knits,The embroidery on this was beautiful but didn't hang well on my athletic/small chested upper body.,16,Positive,High Rating - Not Recommended,1,2,0.9997208720968824,0.00027912790311757085,Dissatisfied Non-Recommenders,18-29,0.3217448264198058,0,0,0,0,0,0,0.8482925998467172,0.6242021255039821,1,Rating-Recommendation Contradiction
1047,20,4,0,0,General,Bottoms,Pants,"I absolutely loved these pants when i tried them on. i am 5'1 and will definitely need it hemmed because they are so so long. but i'm fine with that because these pants are so unique and gorgeous. i'm 130 lbs usually a size small but xs fit me just fine. i will have to say though, i am very upset because my pants shipped with a huge tear in the waistband. the only way i was able to try them on was because the last bit of the waistband was hanging on by a thread. so the quality isn't too great. a",103,Positive,High Rating - Not Recommended,1,2,0.9991970896970302,0.0008029103029697504,Dissatisfied Non-Recommenders,18-29,0.954494875461578,0,0,0,0,0,0,0.8429277016094695,0.6216244328653286,1,Rating-Recommendation Contradiction
830,23,4,0,0,General,Tops,Blouses,I loved the color of the top and the faded look but unfortunately had to return it because it was too boxy and just looked frumpy,26,Positive,High Rating - Not Recommended,1,2,0.999528896139862,0.0004711038601380446,Dissatisfied Non-Recommenders,18-29,1.3212067578405198,0,0,0,0,0,0,0.8385421101933066,0.619365275868681,1,Rating-Recommendation Contradiction
863,46,4,0,0,General,Tops,Knits,Ordered this online and thought it was more of a red than the true orange that it is,18,Positive,High Rating - Not Recommended,1,2,0.9995616826585612,0.00043831734143884304,Dissatisfied Non-Recommenders,40-49,1.3473976899868323,0,0,0,0,0,0,0.8382440602912373,0.6192096936139064,1,Rating-Recommendation Contradiction
1078,53,4,0,0,General,Dresses,Dresses,This dress is good quality but the designers today really need to design their clothing line with the busty woman in mind.,22,Positive,High Rating - Not Recommended,1,2,0.9993875755571586,0.000612424442841375,Dissatisfied Non-Recommenders,50-59,1.4345807656892888,0,0,0,0,0,0,0.8369241250106446,0.6185845473938906,1,Rating-Recommendation Contradiction
621,56,4,0,0,General Petite,Intimate,Lounge,"I automatically knocked off one star because every brand that offers size xs (and many also offer xxs), should also care about us size 14/16/xls as well. i ordered a size large, and of course it shows every bump and love handle in back, but i recreated a look from my local retailer's window. they showed a long unbuttoned cotton weave dress over this crochet dress. (the closest dress pictured online to what i saw is the ""mabli maxi dress"", but imagine it opened if it had buttons, and in blue.) with",92,Positive,High Rating - Not Recommended,1,2,0.9989338120311607,0.0010661879688392828,Dissatisfied Non-Recommenders,50-59,1.6675310178877154,0,0,0,0,0,0,0.8339436259899514,0.6171850505887435,1,Rating-Recommendation Contradiction
1126,52,4,0,0,General Petite,Jackets,Outerwear,"I had my eye on this coat for so long. when i saw it was on sale and an extra 30% off i decided to go for it. i ignored the reviews that said it ran big and took a chance and sadly it did not pay off. this jacket is very heavy so if you are going to get it on sale, it will probably go into the closet for next winter. it was very boxy on me and tied at the waist, made my upper half look huge. it was just not flattering at all. the heaviness of it also made the big open neck a little annoying and",111,Positive,High Rating - Not Recommended,1,2,0.9990415425629529,0.0009584574370471444,Dissatisfied Non-Recommenders,50-59,1.689142934531389,0,0,0,0,0,0,0.8332623690709359,0.6168228760228773,1,Rating-Recommendation Contradiction
902,56,4,0,0,General,Tops,Fine gauge,"This is a beautiful sweater, but if came up weirdly high on me in back, higher than it looks on the model. she must have on high waisted pants.",29,Positive,High Rating - Not Recommended,1,2,0.9991856904600918,0.0008143095399082423,Dissatisfied Non-Recommenders,50-59,1.7038665074708184,0,0,0,0,0,0,0.833006897726305,0.6166663107711341,1,Rating-Recommendation Contradiction
1081,57,4,0,0,General Petite,Dresses,Dresses,"The material and color of the dress were great, but the fit was rather blah. i don't think it was right for my shape. i am disappointed though, i liked design of it.",33,Positive,High Rating - Not Recommended,1,2,0.999097203141401,0.0009027968585989532,Dissatisfied Non-Recommenders,50-59,1.7803911648901127,0,0,0,0,0,0,0.8316443838882739,0.6160027513158568,1,Rating-Recommendation Contradiction
1095,27,4,0,0,General,Dresses,Dresses,"I am 5'7, 115 lbs, and tried on a 0. the dress (red) looked great and i loved how it had a slimming effect, and i could wear this to work and the length is appropriate. it fit great, but it was a pain to get out of for some reason. i tried to get out of it through the bottom, but it kept getting stuck on my hips. i eventually got it out through the head, but it was such a pain that i just got frustrated. the fabric is okay- i expected a slightly better quality fabric for the price.",102,Positive,High Rating - Not Recommended,1,2,0.9991754155555672,0.0008245844444327854,Dissatisfied Non-Recommenders,18-29,1.8183270700494358,0,0,0,0,0,0,0.8308779698543813,0.6156039018160773,1,Rating-Recommendation Contradiction
1080,53,4,0,0,General,Dresses,Dresses,"I saw this dress in the catalog and on-line and it looked so lovely on the models. i took a chance and ordered it in my normal size small. when it arrived i was a little disappointed with the weight of the fabric, it was a bit light in my opinion. it did have an interesting texture, (suede like) so i could overlook the weight of the fabric if the dress fit well. unfortunately it did not, it rather just hung there and was not flattering on me. it looked wonderful on the model but i keep forgettin",98,Positive,High Rating - Not Recommended,1,2,0.9989873651177077,0.001012634882292307,Dissatisfied Non-Recommenders,50-59,1.8704848201991302,0,0,0,0,0,0,0.8295580345737886,0.6149815442633528,1,Rating-Recommendation Contradiction
1037,32,4,0,0,General,Bottoms,Jeans,I on the other hand wore these once and boy did they stretch during the day! i really hope they shrink back up...,23,Positive,High Rating - Not Recommended,1,2,0.999537409660745,0.00046259033925499793,Dissatisfied Non-Recommenders,30-39,1.8895314605740907,0,0,0,0,0,0,0.8292174061142809,0.6147012211249914,1,Rating-Recommendation Contradiction
1110,24,4,0,0,General,Dresses,Dresses,"The waist is a little high and large, and this causes gapping in the small-of-the-back area. very cute dress, if it fit well. would probably work on someone less curvy. 00p, 5'4'',110lbs,32c for reference.",34,Positive,High Rating - Not Recommended,1,2,0.99940100504933,0.000598994950669951,Dissatisfied Non-Recommenders,18-29,1.9025897453905884,0,0,0,0,0,0,0.82896193476965,0.614600766374959,1,Rating-Recommendation Contradiction
