Division Name,Department Name,Class Name,Rating,Recommended IND,Clothing ID
General,Bottoms,Pants,3,1,1056
General,Bottoms,Pants,4,1,1056
General,Bottoms,Pants,4,1,1056
General,Bottoms,Pants,5,1,1053
General,Bottoms,Pants,5,1,1056
General,Bottoms,Jeans,4,1,1022
General,Bottoms,Pants,5,1,1056
General,Bottoms,Pants,4,1,1056
General Petite,Dresses,Dresses,1,0,1084
General,Bottoms,Jeans,1,0,1022
General,Tops,Blouses,5,1,850
General,Dresses,Dresses,5,1,1072
General,Tops,Sweaters,3,0,927
General,Tops,Fine gauge,5,1,895
General,Tops,Fine gauge,2,0,895
General,Trend,Trend,5,1,1135
General,Tops,Fine gauge,4,1,895
General,Tops,Fine gauge,5,1,895
General,Tops,Fine gauge,5,1,895
General Petite,Dresses,Dresses,3,0,1075
General Petite,Dresses,Dresses,1,0,1075
General Petite,Dresses,Dresses,1,0,1075
General,Tops,Blouses,4,1,850
General Petite,Dresses,Dresses,2,0,1075
General,Tops,Blouses,5,1,850
Initmates,Intimate,Layering,5,1,261
General,Tops,Blouses,5,1,850
General,Tops,Fine gauge,3,0,895
General,Tops,Blouses,5,1,850
General,Dresses,Dresses,2,1,1072
General,Tops,Blouses,2,0,850
General,Tops,Blouses,5,1,850
General Petite,Dresses,Dresses,5,1,1075
General,Tops,Fine gauge,4,1,895
General Petite,Tops,Blouses,5,1,850
General Petite,Dresses,Dresses,4,1,1075
General,Tops,Fine gauge,5,1,895
General,Dresses,Dresses,2,0,1072
General Petite,Tops,Blouses,2,1,850
General,Tops,Blouses,3,0,826
General,Tops,Blouses,5,1,835
General,Tops,Fine gauge,3,0,895
General,Dresses,Dresses,2,0,1072
General Petite,Tops,Sweaters,5,1,933
Initmates,Intimate,Swim,3,0,741
General Petite,Tops,Sweaters,5,1,933
General Petite,Tops,Sweaters,5,1,933
General Petite,Tops,Blouses,4,1,824
General,Tops,Sweaters,3,1,944
General Petite,Tops,Sweaters,4,1,933
General Petite,Tops,Sweaters,5,1,933
General Petite,Tops,Sweaters,5,1,933
General,Tops,Sweaters,5,1,944
General Petite,Tops,Sweaters,5,1,933
General Petite,Tops,Sweaters,5,1,933
General Petite,Tops,Sweaters,4,1,933
General,Tops,Sweaters,4,1,944
Initmates,Intimate,Swim,4,1,741
General Petite,Tops,Sweaters,5,1,933
Initmates,Intimate,Lounge,4,1,583
Initmates,Intimate,Swim,5,1,741
General Petite,Tops,Sweaters,5,1,933
General Petite,Tops,Sweaters,1,0,933
General Petite,Tops,Sweaters,3,1,933
Initmates,Intimate,Lounge,5,1,583
General Petite,Tops,Sweaters,5,1,933
Initmates,Intimate,Lounge,5,1,583
General Petite,Tops,Sweaters,5,1,933
General Petite,Tops,Sweaters,5,1,933
Initmates,Intimate,Lounge,5,1,583
General Petite,Tops,Sweaters,3,0,933
General,Bottoms,Pants,4,1,1052
Initmates,Intimate,Lounge,5,1,583
General,Bottoms,Pants,5,1,1052
General Petite,Tops,Sweaters,4,1,933
General Petite,Tops,Sweaters,5,1,933
General Petite,Tops,Sweaters,4,1,933
General,Tops,Blouses,3,1,828
General Petite,Tops,Sweaters,4,1,933
General Petite,Tops,Sweaters,5,1,933
General Petite,Tops,Sweaters,3,0,933
General Petite,Tops,Sweaters,4,1,933
General Petite,Tops,Sweaters,5,1,933
General Petite,Tops,Blouses,5,1,824
General Petite,Tops,Sweaters,5,1,933
General Petite,Tops,Sweaters,5,1,933
General Petite,Tops,Sweaters,5,1,933
General,Dresses,Dresses,4,1,1089
General,Tops,Sweaters,5,1,944
General,Dresses,Dresses,3,0,1080
General Petite,Dresses,Dresses,3,1,1078
General Petite,Tops,Knits,5,1,872
General Petite,Tops,Knits,2,0,872
General Petite,Dresses,Dresses,5,1,1078
General,Trend,Trend,4,1,1135
General,Bottoms,Pants,5,1,1056
General Petite,Dresses,Dresses,5,1,1078
General,Dresses,Dresses,5,1,1089
General Petite,Dresses,Dresses,4,1,1078
General Petite,Dresses,Dresses,4,1,1078
General,Dresses,Dresses,4,1,1080
General Petite,Dresses,Dresses,5,1,1078
General Petite,Dresses,Dresses,2,0,1082
General Petite,Dresses,Dresses,2,0,1082
General,Dresses,Dresses,5,1,1080
General,Tops,Fine gauge,3,0,899
General Petite,Dresses,Dresses,5,1,1078
General,Dresses,Dresses,4,1,1080
General,Tops,Fine gauge,4,1,899
General Petite,Dresses,Dresses,3,0,1078
General,Tops,Sweaters,2,0,944
General,Bottoms,Pants,4,1,1056
General,Bottoms,Pants,3,0,1056
General Petite,Dresses,Dresses,3,0,1078
General,Bottoms,Pants,5,1,1056
General,Dresses,Dresses,5,1,1089
General,Dresses,Dresses,5,1,1089
General Petite,Dresses,Dresses,4,1,1078
General,Dresses,Dresses,3,0,1089
General,Dresses,Dresses,5,1,1080
General,Trend,Trend,4,1,1135
General,Bottoms,Pants,2,0,1056
General,Tops,Sweaters,3,0,944
General,Dresses,Dresses,4,1,1078
General,Dresses,Dresses,5,1,1078
General,Bottoms,Pants,5,1,1056
General,Bottoms,Pants,5,1,1056
General,Dresses,Dresses,2,0,1078
General,Bottoms,Pants,5,1,1056
General,Dresses,Dresses,3,1,1078
General,Dresses,Dresses,5,1,1078
General,Bottoms,Pants,2,0,1056
General,Dresses,Dresses,5,1,1078
General Petite,Tops,Knits,5,1,872
General,Bottoms,Pants,5,1,1056
General,Dresses,Dresses,5,1,1089
General,Dresses,Dresses,5,1,1078
General Petite,Tops,Blouses,3,1,825
General,Bottoms,Pants,5,1,1056
General,Jackets,Outerwear,5,1,1115
General,Tops,Knits,5,1,860
General Petite,Dresses,Dresses,1,1,1084
General,Tops,Knits,5,1,860
General,Bottoms,Skirts,5,1,1008
General Petite,Tops,Knits,5,1,860
General,Jackets,Outerwear,4,1,1115
General,Jackets,Jackets,5,1,961
General Petite,Tops,Fine gauge,5,1,895
General,Jackets,Outerwear,5,1,1115
General,Jackets,Outerwear,4,1,1115
General Petite,Tops,Knits,5,1,860
Initmates,Intimate,Lounge,4,1,794
General,Bottoms,Shorts,4,1,588
General,Bottoms,Shorts,1,0,588
General Petite,Tops,Knits,4,1,860
General Petite,Tops,Fine gauge,3,0,895
General Petite,Tops,Knits,1,0,860
General Petite,Dresses,Dresses,3,0,1084
General Petite,Tops,Knits,4,1,860
General,Jackets,Outerwear,3,0,1115
General,Bottoms,Skirts,5,1,1008
General,Tops,Sweaters,5,1,941
General,Jackets,Outerwear,5,1,1115
General Petite,Tops,Knits,3,0,868
General,Bottoms,Shorts,1,0,588
General Petite,Tops,Knits,5,1,860
General,Jackets,Outerwear,5,1,1115
General Petite,Dresses,Dresses,4,1,1084
General,Tops,Knits,5,1,860
General,Tops,Knits,1,0,864
General,Jackets,Outerwear,5,1,1115
General,Jackets,Outerwear,5,1,1115
General Petite,Tops,Fine gauge,3,0,895
General,Jackets,Jackets,5,1,961
General,Tops,Knits,5,1,860
General,Tops,Knits,5,1,860
General,Dresses,Dresses,5,1,1074
General,Tops,Knits,4,1,860
General,Tops,Knits,4,1,860
General Petite,Tops,Fine gauge,5,1,895
General,Jackets,Outerwear,3,0,1115
General,Jackets,Outerwear,4,1,1115
General,Bottoms,Shorts,2,0,588
General Petite,Dresses,Dresses,4,1,1084
General,Tops,Knits,2,0,860
General,Jackets,Jackets,5,1,961
General,Jackets,Outerwear,5,1,1115
General,Tops,Knits,4,1,860
General Petite,Dresses,Dresses,2,0,1084
General,Tops,Fine gauge,3,1,895
General,Jackets,Outerwear,4,1,1115
General,Jackets,Jackets,5,1,961
General,Tops,Knits,4,1,860
General,Jackets,Outerwear,4,1,1115
General,Jackets,Outerwear,5,1,1115
General,Tops,Knits,5,1,860
General,Tops,Knits,3,1,860
General,Tops,Knits,1,0,864
Initmates,Intimate,Lounge,5,1,794
General,Tops,Knits,3,0,860
General,Jackets,Jackets,5,1,961
General,Tops,Knits,5,1,860
General,Tops,Knits,5,1,860
General,Jackets,Outerwear,5,1,1115
General,Tops,Knits,4,1,873
General,Jackets,Outerwear,4,1,1115
General,Tops,Fine gauge,4,1,899
General,Bottoms,Jeans,3,0,1035
General,Bottoms,Jeans,5,1,1035
General,Dresses,Dresses,4,1,1080
General,Bottoms,Jeans,5,1,1035
General Petite,Tops,Knits,5,1,862
General,Bottoms,Jeans,5,1,1022
General,Bottoms,Jeans,5,1,1022
General,Bottoms,Jeans,4,1,1022
General,Tops,Fine gauge,4,1,899
General,Bottoms,Jeans,5,1,1022
General,Bottoms,Jeans,4,1,1035
General,Bottoms,Jeans,4,1,1022
General,Bottoms,Jeans,5,1,1035
General,Bottoms,Jeans,3,0,1022
General,Bottoms,Jeans,5,1,1022
General,Dresses,Dresses,4,1,1111
General,Bottoms,Jeans,4,1,1022
General,Bottoms,Jeans,4,0,1035
General,Bottoms,Jeans,2,0,1022
General,Dresses,Dresses,5,1,1111
General Petite,Tops,Knits,5,1,862
General,Tops,Fine gauge,4,1,899
General,Dresses,Dresses,3,1,1080
General,Dresses,Dresses,5,1,1111
General,Tops,Fine gauge,3,0,899
General,Bottoms,Pants,2,0,1062
General,Bottoms,Jeans,4,1,1022
General,Bottoms,Jeans,5,1,1035
General,Dresses,Dresses,5,1,1080
General,Bottoms,Skirts,3,0,990
General,Dresses,Dresses,5,1,1111
General,Bottoms,Jeans,5,1,1035
General,Bottoms,Jeans,5,1,1028
General,Tops,Knits,5,1,864
General,Jackets,Jackets,4,1,965
General,Dresses,Dresses,4,1,1110
General,Dresses,Dresses,5,1,1110
General,Dresses,Dresses,5,1,1110
General,Dresses,Dresses,4,1,1110
General,Dresses,Dresses,5,1,1110
General,Dresses,Dresses,5,1,1110
General,Dresses,Dresses,5,1,1110
General,Dresses,Dresses,5,1,1110
General,Dresses,Dresses,5,1,1110
General Petite,Tops,Knits,5,1,863
General,Dresses,Dresses,5,1,1110
General,Dresses,Dresses,3,0,1110
General,Jackets,Jackets,4,1,965
General,Dresses,Dresses,5,1,1110
General,Dresses,Dresses,5,1,1110
General,Dresses,Dresses,5,1,1110
General,Dresses,Dresses,5,1,1110
General,Dresses,Dresses,4,1,1110
General,Dresses,Dresses,5,1,1110
General Petite,Tops,Knits,5,1,863
General Petite,Tops,Knits,5,1,863
General Petite,Tops,Blouses,5,1,817
General Petite,Tops,Knits,3,0,863
General,Dresses,Dresses,5,1,1110
General,Bottoms,Jeans,5,1,1028
General Petite,Bottoms,Pants,5,1,589
General,Dresses,Dresses,4,1,1110
General,Dresses,Dresses,5,1,1110
General Petite,Tops,Knits,5,1,863
General,Dresses,Dresses,3,0,1110
General,Dresses,Dresses,5,1,1110
General Petite,Tops,Blouses,4,1,817
General,Dresses,Dresses,5,1,1110
General,Dresses,Dresses,5,1,1110
General,Dresses,Dresses,5,1,1110
General,Dresses,Dresses,5,1,1110
General,Dresses,Dresses,5,1,1110
General,Dresses,Dresses,5,1,1110
General,Dresses,Dresses,4,1,1110
General,Dresses,Dresses,5,1,1110
General,Dresses,Dresses,3,1,1110
General,Jackets,Jackets,5,1,965
General,Dresses,Dresses,5,1,1110
General Petite,Jackets,Jackets,5,1,960
General,Bottoms,Jeans,5,1,1037
General,Dresses,Dresses,4,1,1087
General Petite,Dresses,Dresses,5,1,1081
General,Tops,Blouses,5,1,829
General Petite,Dresses,Dresses,5,1,1081
General,Dresses,Dresses,4,1,1087
General,Bottoms,Jeans,3,0,1037
General,Bottoms,Jeans,3,0,1037
General,Tops,Blouses,3,1,829
General Petite,Dresses,Dresses,5,1,1081
General,Dresses,Dresses,5,1,1087
General,Bottoms,Jeans,3,0,1037
General,Bottoms,Jeans,5,1,1037
General,Bottoms,Jeans,2,0,1037
General,Tops,Blouses,2,0,829
General,Dresses,Dresses,4,1,1087
General Petite,Dresses,Dresses,5,1,1081
General,Bottoms,Jeans,5,1,1037
General Petite,Dresses,Dresses,4,1,1103
General,Tops,Blouses,4,1,829
General,Bottoms,Jeans,4,1,1037
General,Bottoms,Jeans,5,1,1037
General,Dresses,Dresses,5,1,1087
General,Bottoms,Jeans,3,1,1037
General Petite,Dresses,Dresses,5,1,1103
General Petite,Dresses,Dresses,5,1,1103
General,Dresses,Dresses,5,1,1087
General Petite,Dresses,Dresses,4,1,1081
General Petite,Dresses,Dresses,5,1,1081
General,Bottoms,Jeans,3,0,1037
General,Bottoms,Jeans,2,0,1037
General Petite,Dresses,Dresses,4,1,1081
General Petite,Dresses,Dresses,5,1,1081
General,Bottoms,Jeans,5,1,1037
General Petite,Dresses,Dresses,5,1,1081
General Petite,Dresses,Dresses,5,1,1081
General,Bottoms,Jeans,1,0,1037
General Petite,Dresses,Dresses,5,1,1103
General,Bottoms,Jeans,5,1,1037
Initmates,Intimate,Swim,5,1,1171
General,Tops,Blouses,5,1,829
General Petite,Dresses,Dresses,5,1,1081
General,Bottoms,Jeans,5,1,1037
General Petite,Dresses,Dresses,4,0,1081
General,Bottoms,Jeans,5,1,1037
Initmates,Intimate,Swim,5,1,1171
General Petite,Dresses,Dresses,2,0,1081
General,Tops,Knits,5,1,863
General,Dresses,Dresses,2,0,1110
General Petite,Intimate,Lounge,2,0,498
General,Tops,Knits,5,1,863
General,Dresses,Dresses,5,1,1110
General Petite,Bottoms,Jeans,5,1,1036
General,Tops,Knits,5,1,881
General,Dresses,Dresses,1,0,1110
General,Tops,Knits,4,1,863
General Petite,Intimate,Lounge,5,1,498
General Petite,Intimate,Lounge,5,1,498
General,Tops,Knits,5,1,863
General,Jackets,Jackets,5,1,975
General,Tops,Blouses,5,1,835
General Petite,Dresses,Dresses,3,0,1110
General,Tops,Knits,2,0,863
General,Dresses,Dresses,4,1,1095
General,Tops,Knits,5,1,863
General Petite,Intimate,Lounge,4,1,498
General,Tops,Knits,2,0,863
General,Tops,Knits,4,1,863
General Petite,Dresses,Dresses,1,0,1110
General,Tops,Knits,4,0,863
General Petite,Intimate,Lounge,4,1,498
General,Dresses,Dresses,4,1,1074
General,Tops,Knits,5,1,863
General Petite,Dresses,Dresses,4,1,1110
General,Tops,Sweaters,1,0,937
General Petite,Dresses,Dresses,2,0,1110
General,Tops,Knits,5,1,863
General,Jackets,Jackets,2,0,975
General,Tops,Knits,5,1,863
General,Tops,Knits,5,1,881
General,Tops,Knits,4,1,863
General,Tops,Knits,1,0,863
General,Tops,Knits,5,1,863
General Petite,Intimate,Lounge,5,1,498
General,Tops,Knits,4,1,863
General,Tops,Sweaters,3,0,937
General Petite,Dresses,Dresses,2,1,1110
General,Tops,Knits,5,1,863
General,Tops,Knits,4,1,863
General,Jackets,Jackets,3,0,975
General,Tops,Knits,5,1,863
General,Bottoms,Skirts,5,1,996
General,Tops,Knits,5,1,863
General Petite,Bottoms,Jeans,5,1,1036
General,Tops,Knits,5,1,863
General,Jackets,Jackets,4,1,965
General,Tops,Blouses,3,1,835
General,Tops,Sweaters,2,0,937
General Petite,Dresses,Dresses,4,1,1110
General,Trend,Trend,5,1,560
General Petite,Tops,Blouses,5,1,820
General Petite,Tops,Blouses,4,1,839
General Petite,Tops,Blouses,4,1,820
General Petite,Dresses,Dresses,4,1,1081
General Petite,Tops,Blouses,1,0,820
General Petite,Tops,Blouses,2,1,820
General Petite,Tops,Blouses,5,1,829
General Petite,Tops,Knits,5,1,872
General Petite,Tops,Blouses,3,0,820
General Petite,Tops,Blouses,5,1,829
General Petite,Tops,Knits,5,1,872
General Petite,Tops,Blouses,5,1,820
General,Bottoms,Pants,4,1,1066
General,Bottoms,Pants,5,1,1066
General Petite,Tops,Blouses,2,0,820
General Petite,Tops,Knits,5,1,872
General Petite,Tops,Knits,4,1,872
General Petite,Tops,Blouses,2,0,820
General Petite,Tops,Blouses,5,1,839
General,Bottoms,Skirts,3,1,990
General Petite,Tops,Blouses,4,1,829
General,Tops,Blouses,3,1,837
General Petite,Tops,Knits,5,1,872
General Petite,Tops,Knits,5,1,872
General Petite,Tops,Blouses,3,0,820
General Petite,Tops,Blouses,1,0,820
General Petite,Tops,Knits,5,1,872
General Petite,Tops,Blouses,5,1,839
General Petite,Tops,Knits,5,1,872
General Petite,Tops,Blouses,4,0,829
General Petite,Tops,Knits,5,1,872
General Petite,Tops,Blouses,1,0,820
General Petite,Tops,Blouses,5,1,829
General Petite,Tops,Knits,4,1,872
General Petite,Tops,Blouses,5,1,820
General Petite,Tops,Knits,5,1,872
General Petite,Tops,Blouses,5,1,820
General,Tops,Knits,5,1,877
General,Bottoms,Skirts,5,1,1005
General,Tops,Knits,3,1,877
Initmates,Intimate,Lounge,5,1,376
General,Dresses,Dresses,5,1,1104
General,Tops,Knits,5,1,862
General,Tops,Sweaters,4,1,936
General,Tops,Sweaters,5,1,936
General,Dresses,Dresses,5,1,1096
General,Tops,Knits,5,1,862
Initmates,Intimate,Sleep,5,1,147
General,Jackets,Outerwear,5,1,1123
General,Tops,Knits,5,1,862
General,Dresses,Dresses,5,1,1096
General,Dresses,Dresses,5,1,1076
General,Jackets,Outerwear,4,1,1123
Initmates,Intimate,Lounge,3,0,376
General,Dresses,Dresses,4,1,1076
General,Dresses,Dresses,3,0,1096
Initmates,Intimate,Intimates,4,1,86
General,Tops,Knits,4,1,877
General,Jackets,Outerwear,5,1,1123
General,Tops,Knits,5,1,881
General,Dresses,Dresses,4,1,1096
General,Tops,Knits,5,1,862
Initmates,Intimate,Lounge,5,1,376
Initmates,Intimate,Legwear,5,1,264
General,Dresses,Dresses,1,0,1076
General,Dresses,Dresses,2,0,1076
General,Tops,Blouses,5,1,831
General,Dresses,Dresses,4,1,1076
Initmates,Intimate,Sleep,5,1,147
General,Dresses,Dresses,3,1,1096
General Petite,Tops,Fine gauge,5,1,909
General,Dresses,Dresses,5,1,1096
General,Dresses,Dresses,4,1,1076
General,Dresses,Dresses,2,0,1076
General,Trend,Trend,5,1,1135
General,Tops,Knits,1,0,865
General,Dresses,Dresses,1,0,1076
General,Tops,Sweaters,5,1,936
General,Bottoms,Pants,5,1,1059
Initmates,Intimate,Sleep,5,1,147
General Petite,Tops,Fine gauge,5,1,909
General,Dresses,Dresses,5,1,1096
General,Dresses,Dresses,1,0,1076
General,Dresses,Dresses,5,1,1096
General,Tops,Knits,5,1,877
General,Dresses,Dresses,2,0,1096
General,Tops,Sweaters,5,1,927
General,Tops,Sweaters,5,1,936
General,Tops,Sweaters,4,1,936
General,Tops,Sweaters,5,1,936
General,Dresses,Dresses,5,1,1096
General,Dresses,Dresses,5,1,1096
General,Tops,Sweaters,4,1,936
General,Tops,Sweaters,5,1,936
General,Jackets,Outerwear,4,1,1123
General,Tops,Knits,4,1,877
General,Trend,Trend,5,1,1135
General,Dresses,Dresses,3,0,1092
General,Dresses,Dresses,5,1,1096
General,Dresses,Dresses,1,0,1076
General,Tops,Knits,4,1,877
General,Dresses,Dresses,5,1,1096
Initmates,Intimate,Sleep,5,1,147
General,Jackets,Outerwear,5,1,1123
General,Jackets,Outerwear,5,1,1123
General,Tops,Sweaters,5,1,936
General,Tops,Knits,5,1,877
General,Tops,Sweaters,5,1,935
General,Dresses,Dresses,5,1,1096
General,Dresses,Dresses,4,1,1096
General,Tops,Knits,4,1,877
General Petite,Dresses,Dresses,4,1,1104
General,Jackets,Jackets,1,0,975
General,Bottoms,Shorts,5,1,131
General,Bottoms,Shorts,3,1,131
General,Tops,Knits,4,1,880
General Petite,Tops,Knits,4,1,870
General,Tops,Fine gauge,5,1,895
General,Tops,Fine gauge,5,1,895
General,Bottoms,Shorts,4,1,592
General,Bottoms,Shorts,5,1,592
General,Tops,Fine gauge,4,1,895
General,Tops,Fine gauge,5,1,895
General,Tops,Knits,5,1,880
General,Tops,Blouses,1,0,843
General Petite,Tops,Knits,2,0,863
General,Tops,Fine gauge,5,1,895
General,Bottoms,Shorts,3,0,131
General,Bottoms,Shorts,5,1,592
General,Bottoms,Shorts,4,1,592
General Petite,Tops,Knits,5,1,870
General,Tops,Knits,5,1,880
General,Bottoms,Shorts,5,1,131
General,Jackets,Jackets,3,0,975
General,Tops,Fine gauge,5,1,895
General,Tops,Fine gauge,5,1,895
General,Bottoms,Shorts,5,1,131
General,Bottoms,Jeans,5,1,1033
General,Tops,Knits,5,1,860
General,Bottoms,Pants,5,1,1056
General,Dresses,Dresses,5,1,1110
General,Jackets,Outerwear,5,1,1116
General,Tops,Knits,5,1,860
General,Dresses,Dresses,5,1,1110
General Petite,Tops,Knits,5,1,858
General,Bottoms,Jeans,3,0,1033
General,Dresses,Dresses,5,1,1110
General,Tops,Sweaters,3,0,950
General,Dresses,Dresses,5,1,1110
General Petite,Tops,Fine gauge,4,1,916
General,Bottoms,Shorts,5,1,619
General,Bottoms,Pants,5,1,1056
General,Bottoms,Jeans,5,1,1033
General Petite,Tops,Fine gauge,3,0,916
General,Tops,Knits,5,1,860
General,Jackets,Jackets,5,1,964
General,Bottoms,Pants,5,1,1056
General,Bottoms,Pants,5,1,1056
General,Tops,Knits,3,1,860
General Petite,Bottoms,Pants,3,0,626
General,Dresses,Dresses,5,1,1110
General Petite,Tops,Knits,5,1,858
General,Bottoms,Jeans,5,1,1033
General,Jackets,Jackets,5,1,964
General,Bottoms,Jeans,5,1,1033
General,Dresses,Dresses,4,1,1110
General,Tops,Sweaters,5,1,950
General,Bottoms,Jeans,5,1,1033
General,Jackets,Outerwear,2,0,1116
General Petite,Tops,Fine gauge,5,1,916
General,Tops,Knits,5,1,860
General,Bottoms,Pants,5,1,1056
General,Tops,Knits,4,1,860
General Petite,Tops,Knits,5,1,858
General Petite,Dresses,Dresses,5,1,1094
Initmates,Intimate,Sleep,5,1,148
General,Tops,Knits,3,0,860
General,Dresses,Dresses,5,1,1110
General,Bottoms,Jeans,5,1,1033
General,Jackets,Outerwear,5,1,1116
General Petite,Jackets,Jackets,5,1,964
General,Dresses,Dresses,4,1,1110
General,Bottoms,Shorts,3,0,619
General,Bottoms,Jeans,3,0,1033
General,Tops,Knits,4,1,860
General,Tops,Knits,5,1,860
General,Bottoms,Jeans,5,1,1033
General,Dresses,Dresses,4,1,1110
General,Bottoms,Pants,5,1,1056
General,Dresses,Dresses,5,1,1110
General,Tops,Knits,5,1,860
General,Bottoms,Jeans,5,1,1033
General Petite,Dresses,Dresses,5,1,1080
General,Tops,Knits,3,1,860
General,Dresses,Dresses,5,1,1110
General,Bottoms,Jeans,5,1,1033
General,Bottoms,Pants,5,1,1056
General,Dresses,Dresses,5,1,1110
General,Dresses,Dresses,3,0,1110
General,Bottoms,Jeans,4,1,1033
General Petite,Dresses,Dresses,3,0,1080
General,Bottoms,Jeans,5,1,1033
General,Bottoms,Shorts,4,1,619
General Petite,Bottoms,Pants,4,1,626
General,Bottoms,Jeans,5,1,1033
General Petite,Bottoms,Pants,2,0,626
General,Dresses,Dresses,4,1,1110
Initmates,Intimate,Sleep,5,1,148
General,Bottoms,Shorts,5,1,619
General,Dresses,Dresses,5,1,1110
General,Bottoms,Shorts,4,1,619
General,Dresses,Dresses,5,1,1110
General,Bottoms,Pants,3,1,1056
General,Tops,Knits,4,1,860
Initmates,Intimate,Sleep,5,1,148
General,Dresses,Dresses,5,1,1110
General,Bottoms,Shorts,2,0,619
General,Bottoms,Jeans,5,1,1033
General,Dresses,Dresses,5,1,1110
General,Bottoms,Shorts,3,0,619
General,Tops,Blouses,5,1,844
General,Dresses,Dresses,5,1,1110
General Petite,Dresses,Dresses,4,1,1094
General,Tops,Sweaters,3,0,950
General,Bottoms,Pants,4,1,1056
General,Bottoms,Pants,5,1,1056
General,Dresses,Dresses,5,1,1110
General,Jackets,Outerwear,5,1,1116
General,Bottoms,Jeans,5,1,1033
General,Dresses,Dresses,5,1,1110
General,Dresses,Dresses,5,1,1110
General Petite,Dresses,Dresses,4,1,1080
General,Dresses,Dresses,5,1,1110
General,Tops,Knits,4,1,860
General Petite,Dresses,Dresses,4,1,1094
General,Bottoms,Jeans,5,1,1033
General,Bottoms,Jeans,3,0,1033
General Petite,Jackets,Jackets,5,1,964
General,Bottoms,Jeans,5,1,1033
General,Dresses,Dresses,3,0,1072
General,Bottoms,Skirts,4,1,996
General,Bottoms,Skirts,5,1,1020
General,Bottoms,Jeans,1,0,1039
General Petite,Dresses,Dresses,5,1,1094
General,Dresses,Dresses,3,0,1111
General,Bottoms,Skirts,4,1,1020
General,Bottoms,Jeans,5,1,1033
General Petite,Dresses,Dresses,4,1,1094
General,Dresses,Dresses,5,1,1072
General,Bottoms,Pants,5,1,1056
General,Bottoms,Skirts,5,1,1020
General Petite,Dresses,Dresses,4,1,1094
General Petite,Dresses,Dresses,4,1,1094
General,Bottoms,Skirts,5,1,1020
General Petite,Dresses,Dresses,5,1,1094
General Petite,Dresses,Dresses,2,0,1094
General Petite,Dresses,Dresses,4,1,1094
General,Bottoms,Skirts,5,1,1020
General Petite,Dresses,Dresses,5,1,1094
General,Tops,Sweaters,5,1,941
General,Bottoms,Skirts,4,1,1020
General,Bottoms,Jeans,5,1,1033
General,Tops,Blouses,5,1,830
General Petite,Dresses,Dresses,3,0,1094
General Petite,Bottoms,Skirts,4,1,1008
General Petite,Dresses,Dresses,4,1,1094
General Petite,Dresses,Dresses,5,1,1094
General,Dresses,Dresses,5,1,1072
General Petite,Dresses,Dresses,4,1,1085
General,Bottoms,Skirts,3,1,1013
General,Bottoms,Jeans,5,1,1033
General Petite,Dresses,Dresses,4,1,1094
General,Tops,Sweaters,5,1,941
General,Dresses,Dresses,4,1,1072
General Petite,Bottoms,Skirts,5,1,1008
General,Bottoms,Jeans,5,1,1033
General,Dresses,Dresses,4,1,1094
General,Bottoms,Skirts,5,1,1020
General,Dresses,Dresses,4,1,1094
General Petite,Bottoms,Skirts,4,1,1020
General,Tops,Sweaters,4,1,941
General,Dresses,Dresses,3,0,1094
General,Tops,Sweaters,2,0,941
General Petite,Bottoms,Skirts,1,0,1020
General,Bottoms,Jeans,2,0,1039
General,Dresses,Dresses,5,1,1072
General,Dresses,Dresses,1,0,1094
General,Tops,Sweaters,2,0,941
General,Tops,Sweaters,3,0,941
General Petite,Bottoms,Skirts,3,1,1020
General,Bottoms,Jeans,3,0,1033
General Petite,Bottoms,Skirts,5,1,1020
General,Dresses,Dresses,5,1,1094
General Petite,Bottoms,Skirts,5,1,1020
General,Dresses,Dresses,4,1,1072
General,Bottoms,Pants,5,1,1056
General,Dresses,Dresses,5,1,1072
General,Bottoms,Skirts,3,0,996
General Petite,Bottoms,Skirts,2,0,1020
General,Dresses,Dresses,4,1,1072
General,Dresses,Dresses,5,1,1072
General,Dresses,Dresses,5,1,1094
General,Dresses,Dresses,5,1,1078
General,Dresses,Dresses,3,0,1078
General,Dresses,Dresses,5,1,1078
General Petite,Bottoms,Jeans,5,1,1038
General,Tops,Blouses,5,1,819
General,Dresses,Dresses,3,1,1078
General Petite,Jackets,Outerwear,4,0,1126
General,Tops,Knits,5,1,862
General,Dresses,Dresses,4,1,1078
General,Tops,Blouses,5,1,819
General,Dresses,Dresses,3,0,1078
General Petite,Bottoms,Jeans,5,1,1038
General,Dresses,Dresses,5,1,1078
General,Dresses,Dresses,5,1,1078
General,Tops,Blouses,5,1,819
General Petite,Jackets,Outerwear,5,1,1126
General,Dresses,Dresses,3,1,1078
General,Tops,Blouses,1,0,819
General,Jackets,Outerwear,5,1,1116
General,Dresses,Dresses,5,1,1078
General,Tops,Knits,5,1,862
General,Jackets,Outerwear,5,1,1116
General,Tops,Knits,5,1,873
General,Tops,Knits,3,0,888
General Petite,Tops,Blouses,3,0,827
General,Tops,Knits,5,1,862
General,Tops,Knits,2,0,862
General,Dresses,Dresses,5,1,1078
General Petite,Bottoms,Jeans,5,1,1035
General,Tops,Blouses,3,0,819
General,Jackets,Outerwear,4,1,1116
General Petite,Jackets,Outerwear,3,0,1126
General,Jackets,Outerwear,4,1,1116
General,Jackets,Outerwear,4,1,1116
General,Tops,Blouses,3,1,819
General,Dresses,Dresses,5,1,1078
